District,Zone,Geographical Region,Development Region,Sub Group,Girs/ Boys,Numbers
Sunsari,Kosi,Terai,Eastern,Grade 4,Boys,9900
Sunsari,Kosi,Terai,Eastern,Grade 5,Girls,8865
Sunsari,Kosi,Terai,Eastern,Grade 5,Boys,9134
Sunsari,Kosi,Terai,Eastern,Grade 1-5,Girls,56106
Sunsari,Kosi,Terai,Eastern,Grade 1-5,Boys,57362
Surkhet,Bheri,Hill,Mid-Western,Grade 1,Girls,10405
Surkhet,Bheri,Hill,Mid-Western,Grade 1,Boys,10213
Surkhet,Bheri,Hill,Mid-Western,Grade 2,Girls,7335
Surkhet,Bheri,Hill,Mid-Western,Grade 2,Boys,7045
Surkhet,Bheri,Hill,Mid-Western,Grade 3,Girls,6929
Surkhet,Bheri,Hill,Mid-Western,Grade 3,Boys,6656
Surkhet,Bheri,Hill,Mid-Western,Grade 4,Girls,6858
Surkhet,Bheri,Hill,Mid-Western,Grade 4,Boys,6637
Surkhet,Bheri,Hill,Mid-Western,Grade 5,Girls,6287
Surkhet,Bheri,Hill,Mid-Western,Grade 5,Boys,5982
Surkhet,Bheri,Hill,Mid-Western,Grade 1-5,Girls,37814
Surkhet,Bheri,Hill,Mid-Western,Grade 1-5,Boys,36533
Syangja,Gandaki,Hill,Western,Grade 1,Girls,4532
Syangja,Gandaki,Hill,Western,Grade 1,Boys,4760
Syangja,Gandaki,Hill,Western,Grade 2,Girls,4221
Syangja,Gandaki,Hill,Western,Grade 2,Boys,4231
Syangja,Gandaki,Hill,Western,Grade 3,Girls,4258
Syangja,Gandaki,Hill,Western,Grade 3,Boys,4318
Syangja,Gandaki,Hill,Western,Grade 4,Girls,4337
Syangja,Gandaki,Hill,Western,Grade 4,Boys,4202
Syangja,Gandaki,Hill,Western,Grade 5,Girls,4341
Syangja,Gandaki,Hill,Western,Grade 5,Boys,4371
Syangja,Gandaki,Hill,Western,Grade 1-5,Girls,21689
Syangja,Gandaki,Hill,Western,Grade 1-5,Boys,21882
Tanahu,Gandaki,Hill,Western,Grade 1,Girls,6476
Tanahu,Gandaki,Hill,Western,Grade 1,Boys,6554
Tanahu,Gandaki,Hill,Western,Grade 2,Girls,5124
Tanahu,Gandaki,Hill,Western,Grade 2,Boys,5026
Tanahu,Gandaki,Hill,Western,Grade 3,Girls,5161
Tanahu,Gandaki,Hill,Western,Grade 3,Boys,5177
Tanahu,Gandaki,Hill,Western,Grade 4,Girls,5242
Tanahu,Gandaki,Hill,Western,Grade 4,Boys,5192
Tanahu,Gandaki,Hill,Western,Grade 5,Girls,5120
Tanahu,Gandaki,Hill,Western,Grade 5,Boys,5015
Tanahu,Gandaki,Hill,Western,Grade 1-5,Girls,27123
Tanahu,Gandaki,Hill,Western,Grade 1-5,Boys,26964
Taplejung,Mechi,Mountain,Eastern,Grade 1,Girls,6948
Taplejung,Mechi,Mountain,Eastern,Grade 1,Boys,6406
Taplejung,Mechi,Mountain,Eastern,Grade 2,Girls,4061
Taplejung,Mechi,Mountain,Eastern,Grade 2,Boys,3748
Taplejung,Mechi,Mountain,Eastern,Grade 3,Girls,3822
Taplejung,Mechi,Mountain,Eastern,Grade 3,Boys,3663
Taplejung,Mechi,Mountain,Eastern,Grade 4,Girls,3427
Taplejung,Mechi,Mountain,Eastern,Grade 4,Boys,3161
Taplejung,Mechi,Mountain,Eastern,Grade 5,Girls,3190
Taplejung,Mechi,Mountain,Eastern,Grade 5,Boys,2935
Taplejung,Mechi,Mountain,Eastern,Grade 1-5,Girls,21448
Taplejung,Mechi,Mountain,Eastern,Grade 1-5,Boys,19913
Terhathum,Kosi,Hill,Eastern,Grade 1,Girls,2619
Terhathum,Kosi,Hill,Eastern,Grade 1,Boys,2464
Terhathum,Kosi,Hill,Eastern,Grade 2,Girls,1796
Terhathum,Kosi,Hill,Eastern,Grade 2,Boys,1747
Terhathum,Kosi,Hill,Eastern,Grade 3,Girls,1667
Terhathum,Kosi,Hill,Eastern,Grade 3,Boys,1674
Terhathum,Kosi,Hill,Eastern,Grade 4,Girls,1631
Terhathum,Kosi,Hill,Eastern,Grade 4,Boys,1621
Terhathum,Kosi,Hill,Eastern,Grade 5,Girls,1691
Terhathum,Kosi,Hill,Eastern,Grade 5,Boys,1552
Terhathum,Kosi,Hill,Eastern,Grade 1-5,Girls,9404
Terhathum,Kosi,Hill,Eastern,Grade 1-5,Boys,9058
Udayapur,Sagarmatha,Hill,Eastern,Grade 1,Girls,6799
Udayapur,Sagarmatha,Hill,Eastern,Grade 1,Boys,6706
Udayapur,Sagarmatha,Hill,Eastern,Grade 2,Girls,5798
Udayapur,Sagarmatha,Hill,Eastern,Grade 2,Boys,5341
Udayapur,Sagarmatha,Hill,Eastern,Grade 3,Girls,5349
Udayapur,Sagarmatha,Hill,Eastern,Grade 3,Boys,5171
Udayapur,Sagarmatha,Hill,Eastern,Grade 4,Girls,5124
Udayapur,Sagarmatha,Hill,Eastern,Grade 4,Boys,4909
Udayapur,Sagarmatha,Hill,Eastern,Grade 5,Girls,4857
Udayapur,Sagarmatha,Hill,Eastern,Grade 5,Boys,4736
Udayapur,Sagarmatha,Hill,Eastern,Grade 1-5,Girls,27927
Udayapur,Sagarmatha,Hill,Eastern,Grade 1-5,Boys,26863
